Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Untitled 6,Untitled 7,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12,Untitled 13,Untitled 14,Untitled 15,Untitled 16,Untitled 17,Untitled 18
2.476566,0.002875,0.000008,2.476567,0.211291,2.490526,2.814082,0.00181,0.000003,2.814082,-0.120704,3.093494,7.439314,0.005913,0.005913,8.441554,0.003772,0.003772,1
2.476469,0.002657,0.000007,2.476471,0.379598,2.704971,2.814233,0.001858,0.000003,2.814234,0.024845,2.906325,7.430847,0.005048,0.005048,8.437538,0.001809,0.001809,1
2.476496,0.002951,0.000009,2.476498,0.225479,2.465165,2.814264,0.002024,0.000004,2.814264,-0.188803,2.985605,7.426292,0.000486,0.000486,8.442974,0.001572,0.001572,1
2.476453,0.003188,0.00001,2.476455,0.192123,2.356027,2.814281,0.002259,0.000005,2.814282,0.008483,2.882805,7.43184,0.002222,0.002222,8.43772,0.003582,0.003582,1
2.476514,0.003514,0.000012,2.476517,0.189396,2.23854,2.814223,0.002385,0.000006,2.814224,0.02788,2.456152,7.433324,0.007948,0.007948,8.445441,0.003884,0.003884,1
2.476494,0.00341,0.000012,2.476496,0.179843,2.398453,2.814126,0.002254,0.000005,2.814127,0.055283,2.409109,7.435971,0.00451,0.00451,8.446194,0.003348,0.003348,1
2.476462,0.003604,0.000013,2.476465,0.196341,2.212165,2.814153,0.002423,0.000006,2.814154,0.114417,2.274483,7.423694,0.009984,0.009984,8.450417,0.002508,0.002508,1
2.476497,0.003783,0.000014,2.4765,0.173601,2.17113,2.814072,0.002445,0.000006,2.814073,0.1535,2.317957,7.422083,0.005296,0.005296,8.444656,0.001377,0.001377,1
2.476524,0.003764,0.000014,2.476526,0.116226,2.200218,2.814165,0.002362,0.000006,2.814166,0.175519,2.265727,7.438781,0.00599,0.00599,8.442387,0.004267,0.004267,1
2.476546,0.003733,0.000014,2.476548,0.145595,2.272694,2.814114,0.002318,0.000005,2.814115,0.16692,2.351897,7.443001,0.003405,0.003405,8.445208,0.006304,0.006304,1
2.476517,0.003581,0.000013,2.47652,0.087387,2.302147,2.814169,0.002254,0.000005,2.81417,0.271101,2.404924,7.426132,0.007358,0.007358,8.439625,0.001303,0.001303,1
2.476543,0.003516,0.000012,2.476546,0.080784,2.256377,2.814221,0.002299,0.000005,2.814222,0.326805,2.270536,7.430067,0.005968,0.005968,8.446197,0.004341,0.004341,1
2.476496,0.003599,0.000013,2.476498,0.010868,2.3891,2.814163,0.002273,0.000005,2.814164,0.292943,2.443105,7.439665,0.004418,0.004418,8.440885,0.001787,0.001787,1
2.476514,0.003586,0.000013,2.476517,0.055382,2.400686,2.814134,0.002262,0.000005,2.814135,0.312552,2.315336,7.421042,0.003854,0.003854,8.444024,0.004098,0.004098,1
2.47653,0.003508,0.000012,2.476532,0.043021,2.395683,2.814191,0.002301,0.000005,2.814192,0.263525,2.35788,7.436223,0.001988,0.001988,8.442526,0.006049,0.006049,1
2.476487,0.003648,0.000013,2.476489,0.047809,2.290864,2.814129,0.002215,0.000005,2.81413,0.28032,2.431899,7.42761,0.007348,0.007348,8.4385,0.001508,0.001508,1
2.476516,0.003493,0.000012,2.476519,0.047072,2.368775,2.814101,0.002174,0.000005,2.814102,0.215952,2.41103,7.422342,0.002232,0.002232,8.441747,0.001984,0.001984,1
2.476535,0.003514,0.000012,2.476538,-0.024334,2.424718,2.814165,0.002202,0.000005,2.814166,0.240532,2.34216,7.43578,0.006358,0.006358,8.44346,0.004663,0.004663,1
2.476424,0.003446,0.000012,2.476426,0.014087,2.283106,2.814156,0.002148,0.000005,2.814157,0.17601,2.394452,7.420644,0.010394,0.010394,8.440117,0.004443,0.004443,1
2.476612,0.003407,0.000012,2.476614,0.014783,2.337292,2.814111,0.002217,0.000005,2.814112,0.143863,2.335839,7.435595,0.005212,0.005212,8.448414,0.0061,0.0061,1
2.476493,0.003553,0.000013,2.476495,-0.049174,2.265616,2.814059,0.002084,0.000004,2.814059,0.177321,2.177251,7.426367,0.002919,0.002919,8.438364,0.0037,0.0037,1
2.476506,0.003436,0.000012,2.476508,-0.003216,2.329783,2.814092,0.002124,0.000005,2.814093,0.193354,2.351985,7.427106,0.002887,0.002887,8.445002,0.002258,0.002258,1
2.47649,0.003485,0.000012,2.476492,0.012005,2.451276,2.814232,0.002208,0.000005,2.814233,0.120366,2.366608,7.438088,0.006845,0.006845,8.446926,0.003172,0.003172,1
2.476502,0.003493,0.000012,2.476505,-0.041719,2.316185,2.814101,0.00221,0.000005,2.814101,0.231167,2.224551,7.41799,0.004209,0.004209,8.442162,0.005725,0.005725,1
2.476515,0.003311,0.000011,2.476517,-0.026154,2.36299,2.814177,0.0022,0.000005,2.814178,0.24445,2.29435,7.439299,0.005599,0.005599,8.444877,0.002134,0.002134,1
2.476482,0.003321,0.000011,2.476484,-0.071458,2.32503,2.81411,0.002166,0.000005,2.814111,0.199297,2.373815,7.432432,0.005317,0.005317,8.437774,0.001428,0.001428,1
2.476628,0.001054,0.000001,2.476629,0.032005,3.22433,2.814279,0.000965,0.000001,2.814279,0.071933,2.799442,7.427373,0.001888,0.001888,8.443493,0.003274,0.003274,0
2.47667,0.00106,0.000001,2.476671,-0.181325,3.038406,2.814223,0.001078,0.000001,2.814223,0.052626,2.884871,7.431469,0.000757,0.000757,8.441603,0.001346,0.001346,0
2.476584,0.001068,0.000001,2.476584,-0.100353,3.268245,2.814296,0.001099,0.000001,2.814296,-0.142293,2.792577,7.433658,0.001759,0.001759,8.442564,0.001307,0.001307,0
2.476626,0.001228,0.000002,2.476626,0.078088,2.749044,2.814257,0.001071,0.000001,2.814257,0.166789,3.139983,7.431819,0.001453,0.001453,8.444942,0.002192,0.002192,0
2.476705,0.001245,0.000002,2.476706,0.060056,2.592315,2.814201,0.001092,0.000001,2.814202,-0.142025,2.764651,7.42754,0.000561,0.000561,8.442819,0.002933,0.002933,0
2.476712,0.00135,0.000002,2.476712,0.034095,2.863495,2.814186,0.001138,0.000001,2.814186,-0.053277,2.985618,7.42978,0.00036,0.00036,8.442609,0.000963,0.000963,0
2.476735,0.00157,0.000002,2.476736,-0.010866,2.547266,2.814313,0.001205,0.000001,2.814313,-0.069499,3.186457,7.429465,0.000903,0.000903,8.441172,0.000615,0.000615,0
2.476563,0.001643,0.000003,2.476564,0.097282,2.419295,2.814259,0.001227,0.000002,2.814259,-0.119487,2.746297,7.43095,0.002506,0.002506,8.443371,0.001863,0.001863,0
2.476637,0.001773,0.000003,2.476637,0.062628,2.613891,2.814168,0.001284,0.000002,2.814169,0.01963,2.565583,7.433375,0.001535,0.001535,8.442694,0.0013,0.0013,0
2.476625,0.001826,0.000003,2.476626,0.074402,2.411878,2.814243,0.001367,0.000002,2.814243,0.137212,3.577642,7.429685,0.004785,0.004785,8.440885,0.000279,0.000279,0
2.476614,0.001898,0.000004,2.476614,0.018485,2.380329,2.814374,0.001359,0.000002,2.814374,0.314577,3.359511,7.429401,0.003428,0.003428,8.44142,0.002193,0.002193,0
2.476754,0.00214,0.000005,2.476755,0.091949,2.299777,2.814292,0.001292,0.000002,2.814292,0.228471,3.058719,7.433067,0.003363,0.003363,8.439141,0.002475,0.002475,0
2.476592,0.002232,0.000005,2.476593,0.187744,2.314948,2.81431,0.001256,0.000002,2.81431,-0.02275,2.899883,7.436826,0.001011,0.001011,8.44534,0.000795,0.000795,0
2.476695,0.002336,0.000005,2.476697,-0.038838,2.148445,2.814275,0.001263,0.000002,2.814276,-0.01941,2.914337,7.42711,0.001412,0.001412,8.442298,0.001646,0.001646,0
2.476576,0.002352,0.000006,2.476577,0.131086,2.083489,2.814275,0.001277,0.000002,2.814275,-0.100765,2.895747,7.423365,0.00089,0.00089,8.442999,0.001335,0.001335,0
2.476517,0.002383,0.000006,2.476518,0.088795,2.142865,2.814313,0.001311,0.000002,2.814313,-0.012831,3.117576,7.44032,0.001933,0.001933,8.442216,0.002138,0.002138,0
2.476694,0.002786,0.000008,2.476695,0.076787,1.971153,2.814341,0.00133,0.000002,2.814341,0.105063,3.107644,7.436858,0.001879,0.001879,8.440811,0.002554,0.002554,0
2.476686,0.003064,0.000009,2.476688,0.044028,1.808713,2.814297,0.001424,0.000002,2.814297,-0.032486,2.764827,7.44048,0.000155,0.000155,8.439408,0.001017,0.001017,0
2.476505,0.003228,0.00001,2.476507,0.104374,1.749394,2.8143,0.00127,0.000002,2.814301,-0.172022,3.332334,7.420652,0.002076,0.002076,8.445527,0.001873,0.001873,0
2.476701,0.003303,0.000011,2.476703,0.01721,1.84239,2.814382,0.001315,0.000002,2.814382,-0.023835,2.618231,7.437035,0.002662,0.002662,8.442356,0.001911,0.001911,0
2.476576,0.003397,0.000012,2.476578,0.111927,1.853681,2.814214,0.001275,0.000002,2.814214,0.125568,2.92196,7.422606,0.000746,0.000746,8.441917,0.000422,0.000422,0
2.476607,0.003702,0.000014,2.476609,0.055609,1.753802,2.81421,0.001219,0.000001,2.814211,0.096353,2.561363,7.438328,0.0019,0.0019,8.443176,0.002383,0.002383,0
2.476635,0.00381,0.000015,2.476638,0.044982,1.758766,2.814219,0.001287,0.000002,2.814219,0.024618,2.783941,7.436012,0.00329,0.00329,8.441615,0.003266,0.003266,0
2.476691,0.004061,0.000016,2.476694,0.019404,1.751823,2.814247,0.001359,0.000002,2.814248,0.132011,2.631891,7.441415,0.00214,0.00214,8.440661,0.000929,0.000929,0
2.476634,0.004099,0.000017,2.476638,0.080279,1.723259,2.814208,0.001434,0.000002,2.814209,-0.021783,2.979501,7.438685,0.00122,0.00122,8.442887,0.001624,0.001624,0
2.47647,0.004284,0.000018,2.476473,0.049148,1.679958,2.814287,0.001483,0.000002,2.814287,0.045474,2.639017,7.415338,0.00268,0.00268,8.444399,0.001548,0.001548,0
2.476746,0.004848,0.000024,2.476751,-0.008017,1.732169,2.814313,0.001656,0.000003,2.814313,-0.034417,2.472227,7.428526,0.002115,0.002115,8.439116,0.002575,0.002575,0
2.476663,0.005509,0.00003,2.476669,0.057389,1.70773,2.814297,0.001821,0.000003,2.814297,0.033839,2.588597,7.408704,0.002623,0.002623,8.444156,0.000991,0.000991,0
2.476647,0.005815,0.000034,2.476654,0.036121,1.661413,2.814319,0.001951,0.000004,2.81432,-0.101159,2.312965,7.42119,0.00375,0.00375,8.449615,0.000901,0.000901,0
2.476696,0.006034,0.000036,2.476703,0.013028,1.665287,2.814216,0.002073,0.000004,2.814217,-0.01923,2.39203,7.428697,0.004387,0.004387,8.447768,0.002127,0.002127,0
2.476616,0.006241,0.000039,2.476624,0.031508,1.674097,2.814291,0.002179,0.000005,2.814292,0.082232,2.206719,7.424816,0.003289,0.003289,8.450604,0.002141,0.002141,0
2.476374,0.007276,0.000053,2.476385,0.07686,1.634842,2.814375,0.002373,0.000006,2.814376,-0.037442,2.263879,7.411659,0.002078,0.002078,8.451281,0.002757,0.002757,0
2.476757,0.007867,0.000062,2.47677,0.019461,1.616091,2.814166,0.002143,0.000005,2.814166,0.037891,2.292045,7.436792,0.005668,0.005668,8.43544,0.00177,0.00177,0
2.476631,0.00801,0.000064,2.476644,0.037384,1.577407,2.814297,0.001764,0.000003,2.814297,-0.123106,2.74075,7.400323,0.002167,0.002167,8.446373,0.003275,0.003275,0
2.47645,0.00795,0.000063,2.476463,0.060974,1.628911,2.814305,0.001584,0.000003,2.814306,-0.083997,2.966753,7.449328,0.003425,0.003425,8.440972,0.001045,0.001045,0
2.476582,0.008352,0.00007,2.476596,0.080359,1.601936,2.814336,0.001546,0.000002,2.814337,-0.072686,3.003933,7.46077,0.003841,0.003841,8.437512,0.00025,0.00025,0
2.476726,0.009403,0.000088,2.476744,0.032991,1.589369,2.814295,0.001663,0.000003,2.814295,0.067762,2.487166,7.444564,0.007886,0.007886,8.441146,0.001156,0.001156,0
2.476859,0.010325,0.000107,2.476881,0.015064,1.591487,2.814323,0.001896,0.000004,2.814323,0.096382,2.481362,7.472988,0.003501,0.003501,8.445669,0.004886,0.004886,0
2.476371,0.010868,0.000118,2.476395,0.085655,1.57912,2.814303,0.002047,0.000004,2.814303,0.090056,2.535563,7.399822,0.003981,0.003981,8.446107,0.002912,0.002912,0
2.476928,0.011197,0.000125,2.476953,-0.018887,1.580853,2.814227,0.002113,0.000004,2.814228,0.07708,2.31374,7.46258,0.005419,0.005419,8.436603,0.001936,0.001936,0
2.476467,0.011595,0.000134,2.476494,0.060964,1.560312,2.814223,0.002141,0.000005,2.814224,0.083162,2.30802,7.391833,0.004869,0.004869,8.445607,0.000976,0.000976,0
2.476484,0.013331,0.000178,2.476519,0.045415,1.549514,2.814288,0.002424,0.000006,2.814289,-0.014508,1.912997,7.481136,0.001574,0.001574,8.440514,0.000946,0.000946,0
2.476694,0.014738,0.000217,2.476737,0.01218,1.539615,2.81427,0.002643,0.000007,2.814271,-0.036163,1.9422,7.489829,0.002217,0.002217,8.436367,0.002061,0.002061,0
2.476825,0.015603,0.000243,2.476874,0.017326,1.528021,2.814284,0.002771,0.000008,2.814285,0.007722,2.186786,7.486853,0.0022,0.0022,8.444634,0.003561,0.003561,0
2.476423,0.016261,0.000264,2.476476,0.056815,1.527428,2.814426,0.002841,0.000008,2.814427,-0.051469,2.340755,7.413575,0.007501,0.007501,8.453983,0.003521,0.003521,0
2.476481,0.016865,0.000284,2.476538,0.029853,1.533314,2.81423,0.002966,0.000009,2.814232,0.019695,2.455211,7.367703,0.002291,0.002291,8.442462,0.001943,0.001943,0
2.476761,0.019685,0.000387,2.476839,0.018365,1.564925,2.814393,0.003617,0.000013,2.814396,0.200865,2.627772,7.494444,0.00583,0.00583,8.434669,0.006608,0.006608,0
2.476805,0.022055,0.000486,2.476903,0.029703,1.587207,2.814271,0.004791,0.000023,2.814275,0.114775,2.710481,7.355532,0.004123,0.004123,8.438666,0.003367,0.003367,0
2.476703,0.023533,0.000554,2.476814,0.046996,1.569556,2.814201,0.005235,0.000027,2.814206,0.154597,2.590938,7.348006,0.001959,0.001959,8.451678,0.003855,0.003855,0
2.47656,0.024376,0.000594,2.47668,0.056923,1.570343,2.814336,0.00547,0.00003,2.814341,0.215556,2.463772,7.362899,0.013445,0.013445,8.457096,0.00968,0.00968,0
2.476527,0.025285,0.000639,2.476656,0.073347,1.57682,2.814315,0.005446,0.00003,2.81432,0.265957,2.425572,7.354739,0.013856,0.013856,8.456457,0.008871,0.008871,0
2.475973,0.02976,0.000886,2.476152,0.095492,1.558512,2.814261,0.00547,0.00003,2.814266,0.277315,2.085006,7.325835,0.001589,0.001589,8.456368,0.004271,0.004271,0
2.477376,0.033785,0.001141,2.477606,0.02709,1.533152,2.814321,0.0054,0.000029,2.814326,0.386773,2.483862,7.487878,0.013706,0.013706,8.428935,0.002879,0.002879,0
2.476224,0.036605,0.00134,2.476494,0.074762,1.518591,2.814356,0.005086,0.000026,2.81436,0.439246,2.725698,7.316749,0.010037,0.010037,8.457004,0.002963,0.002963,0
2.476083,0.037854,0.001433,2.476372,0.081407,1.530783,2.814464,0.004999,0.000025,2.814468,0.568529,2.911186,7.583722,0.011354,0.011354,8.423656,0.002188,0.002188,0
2.476992,0.03932,0.001546,2.477303,0.045343,1.52567,2.814249,0.004997,0.000025,2.814253,0.654764,2.875174,7.469455,0.02213,0.02213,8.43094,0.003315,0.003315,0
2.476352,0.044685,0.001997,2.476755,0.068356,1.518349,2.814282,0.005491,0.00003,2.814288,0.851069,3.048226,7.278234,0.015792,0.015792,8.433384,0.001907,0.001907,0
2.476542,0.04705,0.002214,2.476988,0.062702,1.520471,2.814227,0.006003,0.000036,2.814233,0.854188,2.712813,7.319093,0.015654,0.015654,8.428995,0.001239,0.001239,0
2.477667,0.047931,0.002297,2.47813,0.021786,1.503311,2.8143,0.006052,0.000037,2.814307,0.739209,2.441158,7.608733,0.013269,0.013269,8.446127,0.004282,0.004282,0
2.475422,0.048342,0.002337,2.475893,0.089197,1.5128,2.814301,0.006016,0.000036,2.814307,0.701223,2.389642,7.341461,0.02619,0.02619,8.473777,0.001395,0.001395,0
2.477791,0.048835,0.002385,2.478272,0.006665,1.511119,2.814221,0.005833,0.000034,2.814227,0.621936,2.431883,7.448557,0.025898,0.025898,8.427831,0.008112,0.008112,0
2.476141,0.050562,0.002557,2.476656,0.058398,1.516484,2.814308,0.0047,0.000022,2.814312,0.315868,2.684535,7.389756,0.024193,0.024193,8.469139,0.002726,0.002726,0
2.476623,0.050777,0.002578,2.477143,0.044123,1.506496,2.814326,0.004112,0.000017,2.814329,0.721561,2.600093,7.612732,0.014556,0.014556,8.434818,0.000138,0.000138,0
2.47695,0.050929,0.002594,2.477472,0.027853,1.500714,2.814304,0.004254,0.000018,2.814308,0.826784,2.758567,7.602171,0.019687,0.019687,8.436472,0.002742,0.002742,0
2.476599,0.051107,0.002612,2.477125,0.044819,1.517522,2.814316,0.004208,0.000018,2.814319,0.799029,2.689377,7.470338,0.029279,0.029279,8.456638,0.003381,0.003381,0
2.475836,0.05181,0.002684,2.476377,0.067305,1.500776,2.814152,0.004243,0.000018,2.814155,0.745452,2.754047,7.268999,0.016443,0.016443,8.454773,0.002667,0.002667,0
2.477278,0.053897,0.002905,2.477863,0.027993,1.502737,2.81432,0.0043,0.000018,2.814323,0.555644,3.06335,7.28378,0.024587,0.024587,8.444592,0.000394,0.000394,0
2.475531,0.054532,0.002974,2.476131,0.070002,1.51994,2.81446,0.004177,0.000017,2.814464,0.44021,3.052546,7.523852,0.030648,0.030648,8.448046,0.006033,0.006033,0
2.476541,0.055202,0.003047,2.477154,0.051858,1.495474,2.814195,0.004307,0.000019,2.814198,0.330243,3.038181,7.631824,0.015776,0.015776,8.435102,0.004041,0.004041,0
2.476753,0.055014,0.003027,2.477363,0.035563,1.501986,2.814288,0.004299,0.000018,2.814291,0.224495,2.902603,7.458428,0.031995,0.031995,8.449225,0.000106,0.000106,0
2.476568,0.055051,0.003031,2.477179,0.046567,1.503238,2.81422,0.004386,0.000019,2.814224,0.201272,2.816185,7.338133,0.032878,0.032878,8.448087,0.002346,0.002346,0
2.476648,0.054887,0.003013,2.477255,0.044699,1.511011,2.814398,0.004613,0.000021,2.814402,0.002942,1.986412,7.332813,0.03194,0.03194,8.448607,0.002636,0.002636,0
2.47712,0.05496,0.003021,2.477729,0.034928,1.5009,2.814341,0.004972,0.000025,2.814346,0.044549,1.788772,7.657792,0.005024,0.005024,8.429325,0.006078,0.006078,0
2.476295,0.054926,0.003017,2.476902,0.050489,1.501161,2.814282,0.005183,0.000027,2.814287,0.069118,1.73969,7.208633,0.0037,0.0037,8.424752,0.002272,0.002272,0
2.475909,0.054611,0.002982,2.47651,0.062846,1.500468,2.814302,0.005198,0.000027,2.814307,0.031244,1.77965,7.621864,0.01855,0.01855,8.429965,0.003028,0.003028,0
2.477321,0.054423,0.002962,2.477918,0.025315,1.508312,2.814294,0.005485,0.00003,2.814299,0.016528,1.846936,7.420556,0.030925,0.030925,8.456519,0.003917,0.003917,0
2.47636,0.054289,0.002947,2.476953,0.048034,1.503815,2.814322,0.005985,0.000036,2.814329,0.096219,1.679039,7.20882,0.006839,0.006839,8.421257,0.002358,0.002358,0
2.475918,0.053833,0.002898,2.476502,0.062841,1.506946,2.814222,0.006492,0.000042,2.81423,0.201256,1.730927,7.212677,0.009468,0.009468,8.422,0.003522,0.003522,0
2.477182,0.05352,0.002864,2.477759,0.023182,1.516011,2.814395,0.006653,0.000044,2.814403,0.188855,1.702845,7.431897,0.034506,0.034506,8.458999,0.009066,0.009066,0
2.476597,0.053369,0.002848,2.477171,0.039695,1.516922,2.81435,0.006772,0.000046,2.814358,0.157284,1.790643,7.608676,0.02346,0.02346,8.418726,0.004322,0.004322,0
2.475923,0.053496,0.002862,2.4765,0.054292,1.516589,2.814339,0.006952,0.000048,2.814347,0.160921,1.859009,7.210416,0.006913,0.006913,8.427394,0.006025,0.006025,0
2.476363,0.05412,0.002929,2.476953,0.044346,1.516878,2.814199,0.007419,0.000055,2.814209,0.139068,2.123646,7.656887,0.002467,0.002467,8.439788,0.011568,0.011568,0
2.476545,0.054103,0.002927,2.477135,0.027521,1.519512,2.814357,0.007301,0.000053,2.814366,0.063125,2.256959,7.432522,0.035552,0.035552,8.452419,0.012402,0.012402,0
2.476443,0.053729,0.002887,2.477024,0.034358,1.526921,2.814217,0.007123,0.000051,2.814226,0.085888,2.35244,7.404643,0.035293,0.035293,8.444786,0.008408,0.008408,0
2.47685,0.053609,0.002874,2.477429,0.017732,1.524481,2.814335,0.00688,0.000047,2.814343,-0.021329,2.345754,7.524533,0.033058,0.033058,8.47139,0.004219,0.004219,0
2.477211,0.053837,0.002898,2.477795,0.010612,1.516875,2.814247,0.006968,0.000049,2.814256,-0.124037,2.372547,7.654454,0.006113,0.006113,8.456815,0.009,0.009,0
2.475825,0.053489,0.002861,2.476402,0.034079,1.524453,2.814256,0.006566,0.000043,2.814264,-0.055597,2.405671,7.518939,0.032164,0.032164,8.414193,0.004154,0.004154,0
2.477346,0.05304,0.002813,2.477912,-0.00686,1.52779,2.814303,0.006327,0.00004,2.81431,-0.051661,2.286263,7.331299,0.031708,0.031708,8.442155,0.003273,0.003273,0
2.476309,0.053281,0.002839,2.476881,0.021732,1.520715,2.814404,0.006346,0.00004,2.814411,-0.082264,2.386464,7.271518,0.026979,0.026979,8.437089,0.008162,0.008162,0
2.476188,0.052782,0.002786,2.476749,0.026772,1.533118,2.814334,0.006274,0.000039,2.814341,0.051925,2.399207,7.509701,0.031506,0.031506,8.416254,0.002431,0.002431,0
2.476266,0.052749,0.002782,2.476827,0.017823,1.529796,2.814234,0.006355,0.00004,2.814241,0.04809,2.366373,7.632384,0.020118,0.020118,8.435821,0.016452,0.016452,0
2.477238,0.05264,0.002771,2.477796,0.002225,1.52592,2.814189,0.006435,0.000041,2.814196,0.203809,2.330783,7.645336,0.007893,0.007893,8.459592,0.009207,0.009207,0
2.47613,0.052057,0.00271,2.476676,0.025361,1.53729,2.81416,0.006776,0.000046,2.814168,0.274279,2.105443,7.508813,0.034432,0.034432,8.417885,0.003186,0.003186,0
2.476969,0.051937,0.002697,2.477512,0.003446,1.540433,2.814349,0.006867,0.000047,2.814357,0.226597,1.927724,7.274788,0.025847,0.025847,8.446513,0.002021,0.002021,0
2.475834,0.051785,0.002682,2.476374,0.033497,1.540156,2.814109,0.006976,0.000049,2.814118,0.274842,1.961269,7.537664,0.032829,0.032829,8.415508,0.001624,0.001624,0
2.477473,0.0516,0.002663,2.478009,-0.009652,1.539268,2.814275,0.007306,0.000053,2.814284,0.275387,1.974553,7.433201,0.036259,0.036259,8.467417,0.005287,0.005287,0
2.476625,0.051387,0.002641,2.477157,0.01119,1.531696,2.814257,0.007809,0.000061,2.814268,0.373054,1.899579,7.240454,0.018889,0.018889,8.423766,0.003544,0.003544,0
2.476203,0.051297,0.002631,2.476734,0.031031,1.524258,2.814263,0.008483,0.000072,2.814276,0.404438,1.870529,7.262949,0.025773,0.025773,8.419724,0.001656,0.001656,0
2.475973,0.051077,0.002609,2.476499,0.033037,1.530121,2.814351,0.008733,0.000076,2.814365,0.433141,1.901436,7.237593,0.009318,0.009318,8.434752,0.002827,0.002827,0
2.477377,0.05112,0.002613,2.477903,-0.000752,1.523058,2.814313,0.008858,0.000078,2.814327,0.423544,1.891112,7.5247,0.032236,0.032236,8.484788,0.000353,0.000353,0
2.476311,0.050908,0.002592,2.476833,0.026667,1.53634,2.814207,0.009176,0.000084,2.814221,0.534415,1.99415,7.538163,0.030181,0.030181,8.413538,0.003934,0.003934,0
2.477076,0.050897,0.002591,2.477598,0.007756,1.520916,2.814364,0.010079,0.000102,2.814382,0.57635,2.030393,7.24519,0.014513,0.014513,8.439165,0.003328,0.003328,0
2.476295,0.050803,0.002581,2.476815,0.030972,1.537389,2.814338,0.010886,0.000119,2.814359,0.507037,1.989197,7.411287,0.035992,0.035992,8.420836,0.006389,0.006389,0
2.476532,0.050737,0.002574,2.47705,0.024643,1.536293,2.81423,0.011357,0.000129,2.814253,0.553143,2.077997,7.547692,0.03321,0.03321,8.404143,0.001096,0.001096,0
2.476645,0.050838,0.002584,2.477166,0.021036,1.536444,2.814246,0.011542,0.000133,2.81427,0.489997,1.994623,7.558834,0.030733,0.030733,8.400288,0.00326,0.00326,0
2.476707,0.050671,0.002568,2.477224,0.01926,1.540462,2.814261,0.011758,0.000138,2.814285,0.487432,2.012074,7.516501,0.03217,0.03217,8.400658,0.002393,0.002393,0
2.475764,0.050674,0.002568,2.476282,0.049037,1.538951,2.814267,0.012345,0.000152,2.814294,0.370611,1.994066,7.389048,0.033608,0.033608,8.411901,0.008367,0.008367,0
2.47727,0.05062,0.002562,2.477786,0.00549,1.542655,2.81438,0.01279,0.000164,2.814409,0.259626,1.870603,7.356888,0.03255,0.03255,8.458252,0.006427,0.006427,0
2.47593,0.050436,0.002544,2.476442,0.04644,1.556266,2.814201,0.0129,0.000166,2.814231,0.230836,1.772025,7.369128,0.036435,0.036435,8.398969,0.006228,0.006228,0
2.476435,0.050774,0.002578,2.476955,0.032442,1.542312,2.814169,0.013039,0.00017,2.8142,0.213328,1.788953,7.642704,0.007403,0.007403,8.475929,0.016486,0.016486,0
2.477004,0.05048,0.002548,2.477518,0.017811,1.545303,2.814173,0.013252,0.000176,2.814204,0.212837,1.733131,7.420563,0.039302,0.039302,8.475503,0.005059,0.005059,0
2.476299,0.050665,0.002567,2.476816,0.038063,1.55093,2.814277,0.01398,0.000195,2.814312,0.137703,1.620797,7.25034,0.018235,0.018235,8.444408,0.00681,0.00681,0
2.476757,0.050482,0.002548,2.47727,0.026629,1.561499,2.814462,0.014521,0.000211,2.8145,0.094579,1.543113,7.363972,0.033592,0.033592,8.473078,0.005808,0.005808,0
2.477168,0.050506,0.002551,2.477682,0.018034,1.563557,2.814161,0.014894,0.000222,2.814201,0.099398,1.532447,7.640786,0.008777,0.008777,8.472904,0.015371,0.015371,0
2.475776,0.050513,0.002552,2.47629,0.054618,1.570048,2.814367,0.014939,0.000223,2.814407,0.077115,1.505772,7.240131,0.021549,0.021549,8.402682,0.005723,0.005723,0
2.477346,0.050562,0.002557,2.477861,0.012658,1.567054,2.814178,0.015323,0.000235,2.81422,0.066839,1.49297,7.599242,0.027065,0.027065,8.504469,0.00588,0.00588,0
2.476606,0.050721,0.002573,2.477124,0.029734,1.571906,2.814387,0.016159,0.000261,2.814433,0.033146,1.462276,7.233808,0.019522,0.019522,8.400185,0.008452,0.008452,0
2.476558,0.050583,0.002559,2.477074,0.030257,1.585104,2.814356,0.016906,0.000286,2.814407,0.025404,1.45457,7.440807,0.032178,0.032178,8.379525,0.00351,0.00351,0
2.476605,0.050488,0.002549,2.477119,0.031851,1.589556,2.814207,0.017298,0.000299,2.81426,0.037143,1.43092,7.43208,0.032634,0.032634,8.376975,0.001438,0.001438,0
2.476348,0.050443,0.002545,2.47686,0.040869,1.586186,2.814157,0.01756,0.000308,2.814211,0.031735,1.416117,7.30012,0.034378,0.034378,8.383953,0.004301,0.004301,0
2.476011,0.050726,0.002573,2.476529,0.046039,1.582048,2.814304,0.017773,0.000316,2.81436,0.028594,1.457881,7.224153,0.012148,0.012148,8.423255,0.015512,0.015512,0
2.477363,0.050632,0.002564,2.477879,0.009698,1.594564,2.814531,0.019087,0.000364,2.814595,-0.01521,1.433116,7.433053,0.039203,0.039203,8.502324,0.009922,0.009922,0
2.475883,0.050521,0.002552,2.476397,0.051481,1.602729,2.814275,0.019994,0.0004,2.814346,0.018392,1.426983,7.391924,0.036331,0.036331,8.370507,0.004892,0.004892,0
2.476361,0.050953,0.002596,2.476884,0.041242,1.592323,2.814036,0.020462,0.000419,2.814111,0.023316,1.433234,7.645573,0.005589,0.005589,8.494731,0.015576,0.015576,0
